[id] ID,[title] TITLE,[date] DATE,[sem] Description,[cat] Form-factor,[cat] Category of BCI,[cat] Type of Media,[cat] Keywords,[quant] Date,[quant] Prediction,[quant] BCI forecast,[quant] Reality factor,[quant] Neurafictionality,[quant] Neuroptimism,[quant] Utopianism,[quant] Invasiveness,[cat] Author/Directed by,[cat] Distributed by,[cat] Production Company
64,Suicide Squad,2021,"The electrodes drilled into his skull, also serve the important purpose of Thinker being able to utilize his brain to its maximum potential, enabling him to really embody his name.",implant,stimulation,"Movie, comics",enhancement,2021,2121,101,0.00990099,0.00666667,0.1052358,0.5,0.75,James Gunn,Warner Bros. Pictures,"Atlas Entertainment, DC Films"
65,Suicide Squad,2021,"Mind Control: Starro can, besides control individual targets via his parasites, mentally influence a sizable crowd of ordinary humans with relative ease. 
Remote Mental Influence: Even without a Starro parasite directly controlling a host, The larger Starro can influence minds on a more indirect level by reaching out to the dreaming within the resting subconscious mind. Able to appropriate induced sleep within a host to ensnare them within its own wakeless fantasy allowing it to probe and assimilate the minds of countless potential vessels that it can then seed with a smaller Starro organism later on. The victim/host will have nausea, headaches, fatigue, dizziness, migraines, heavy drowsiness, or blackouts while awake from Starro's telepathically effects.",lifeform,control of the user,"Movie, comics","group mind, parasites",2021,2121,101,0.00990099,0.00666667,0.1052358,0,0.5,James Gunn,Warner Bros. Pictures,"Atlas Entertainment, DC Films"
66,All-Flash #12,1943,"The electrodes drilled into his skull, also serve the important purpose of Thinker being able to utilize his brain to its maximum potential, enabling him to really embody his name.",implant,stimulation,"Movie, TV Series, comics",enhancement,1943,2121,179,0.44134078,0.34649123,0.12305245,0.5,0.75,Gardner Fox,Warner Bros. Television,Warner Bros. Television
67,Valerian and the City of a Thousand Planets,2017,The Pearls can send out their soul or essence in the form of a wave to find a host if necessary,energy beam,N/A,"Movie, comics",consciousness,2017,2521,505,0.00990099,0.03246753,0.52068422,1,0.25,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions"
68,Valerian and the City of a Thousand Planets,2017,weapon that takes control of another creature's body and allows it to be piloted by a remote control operator.,"bullet, helmet",control of the user,"Movie, comics","distance interfacing, military",2017,2071,55,0.09090909,0.03246753,0.05482655,0.5,0.5,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions"
69,Valerian and the City of a Thousand Planets,2017,"Valerian's ship has a mind-scanning device that can read his thoughts, analyse his brainwaves and recreate images from his dreams.","helmet, hologram","dreams, linking, memory, reading thoughts","Movie, comics",memories,2017,2071,55,0.09090909,0.03246753,0.05482655,0.5,0.25,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions"
70,Valerian and the City of a Thousand Planets,2017,"Cortex Jellyfishes inhabit the submerged areas on the south side of the Alpha space station such as the Galana Sea. They are often found attached to the blowholes of giant aquatic creatures called Bromosaurs where they feed off of the pure water that exits the blowhole. Due to living on the Bromosaurs' blowhole all year round, the Cortex Jellyfish become hypersensitive and one would have to be extremely delicate when dealing with them. Despite essentially acting as the wildlife of Alpha, the Cortex Jellyfishes are somewhat psychic and when a sapient being puts the Jellyfish on their head down to their shoulders and thinks of someone or something, the Cortex Jellyfish would show the current location of said person or object through a kind of osmosis. However, whoever chooses to use the Jellyfishes psychic abilities must take no longer than a minute to do so to prevent the Jellyfish from feeding on their memories.",lifeform,"memory, tracking","Movie, comics","memories, tracking",2017,2171,155,0.03225807,0.03246753,0.15835047,0.5,0.25,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions"
71,Valerian and the City of a Thousand Planets,2017,"Glamopods possess psychic abilities to some extent. By making physical contact with another being, they can access their memories, which enables the Glamopod to assume the appearance and voice of someone they've never seen personally, but which is familiar to the person they're in contact with.",lifeform,memory,"Movie, comics",memories,2017,2271,255,0.01960784,0.03246753,0.2618744,0.5,0.25,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions"
72,Meet the Robinsons,2007,"The Memory Scanner is a machine created by Lewis to find his mother. Lewis entered it into Joyce Williams Elementary School science fair. Bowler Hat Guy (under the control of DOR-15) stole it and passed it off as his own. First, a date is typed into a keypad. Then, the user's helmet scans the brain for the corresponding memory, and displays it on the screen. The image is shown as though the viewer is watching through the user's eyes and listening through the user's ears.
It also appears to be able to record a memory for later viewing, as shown when Lewis watched DOR-15's takeover of the world until Lewis returns to the present, warning Goob about DOR-15's true intentions and telling DOR-15 that he will never invented her, restoring the future.",helmet,memory,"Movie, comics",memories,2007,2101,95,0.15789474,0.09146342,0.0902393,0.5,0.25,Stephen Anderson,Buena Vista Pictures Distribution,"Walt Disney Animations, Walt Disney Pictures"
73,X-Men,1963,"Telepathic Resistance/Immunity: The helmet protects its wearer from all but the strongest or most unexpected of telepathic attacks. This is achieved due to technology wired into the helmet itself. In the Ultimate Universe, Magneto's helmet protects him against psionic attacks. Quicksilver later copied the blueprints to mass produce it and sell it at the height of anti-Mutant hysteria after the Ultimatum event. A father was wearing a copy so he could murder his telepathic daughter in her sleep without either her or Jean Grey being alerted. Magneto may be able to create his signature helmet by manipulating any metal into the shape, this can be assumed, as despite the helmet being destroyed or taken from his possession, Magneto always has another.",helmet,cerebral defense,"Movie, comics, game",cerebral defense,1963,2041,79,0.74683544,0.28365385,0.05843993,0.5,0.25,"Jack Kirby, Stan Lee",20th Century Fox,"20th Century Fox, Marvel Studios"
74,Rick and Morty,2021,A gun that transports the user to the memories of their choosing - the bullets are the memories themselves. The bullets are derived from Memory Eraser Gun.,gun,"memory, reality","comics, game, sitcom",memories,2021,2221,201,0.00497512,0.00666667,0.21152036,0.5,0.25,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
75,Rick and Morty,2021,scanner to track one's consciousness,tool,tracking,"comics, game, sitcom",tracking,2021,2096,76,0.0131579,0.00666667,0.07866466,0.5,0.25,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
76,Rick and Morty,2021,AI created an implant to fully control the human user ,tool,control of the user,"comics, game, sitcom",manipulation,2021,2121,101,0.00990099,0.00666667,0.1052358,0,0.75,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
77,Rick and Morty,2013,"The helmet was initially was supposed to mind-control the dogs, but its AI made them extremely intelligent instead. Once it was placed on the dog, it eventually became smart enough to figure out a lot more things about how the humans have been treating him and modifies the helmet to let him communicate with them. He becomes a harsh and cruel dog who soon learns of the humans' mistreatment of the canine race and uses his upgraded intelligence to raise a dog army to take over the world.",helmet,"animal control, communication","comics, game, sitcom","animal-BCI, communication",2013,2071,59,0.15254237,0.05696203,0.0574212,0.5,0.25,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
78,Rick and Morty,2013,in-ear device for inception experience: initiate dream sharing and lucid dreaming.,earpiece,"XR, dreams, reality","comics, game, sitcom","XR, sleep, unconsciousness",2013,2071,59,0.15254237,0.05696203,0.0574212,0.5,0.5,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
79,Rick and Morty,2021,converting user to a thought in order to inject it into the consciousness of the other user,tool,"consciousness transfer, reading thoughts, reality","comics, game, sitcom",consciousness,2021,2321,301,0.00332226,0.00666667,0.31780493,0.5,0.75,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
80,Black Widow,2021,chemical gas for mind control of the soldiers,gas,"control of the user, manipulation","Movie, comics","brainwash, manipulation, military",2021,2046,26,0.03846154,0.00666667,0.02552237,0,0.25,Cate Shortland,"Motion Pictures, Walt Disney Studios",Marvel Studios
81,Reminiscence,2021,"The Reminiscence Machine, which consists of a wireless helmet, water tank, holograms and a drug, is a system that allows a person to relive any memory they desire. The Reminiscence machine emanates from the war fought because of climate change. Nick Bannister served in the Navy but he was drafted for Border Patrol, where he worked as an interrogator. The Reminiscence machine originated as government technology that Nick used to interrogate prisoners by delving into their memories. However, after the war, being able to live in the past and experience your happiest memories repeatedly became something people were willing to pay for as a temporary escape from the harsh realities of post-apocalyptic nightlife in Miami. Somehow, Nick acquired the Reminiscence machine and set up a business in Miami's Spill-Zone, Bannister and Associate, that allows Nick to charge his clients by the hour to relive their most cherished memories.","drug, helmet, hologram, tank with water","XR, memory",Movie,memories,2021,2121,101,0.00990099,0.00666667,0.1052358,0.5,0.25,Lisa Joy,Warner Bros. Pictures,FilmNation Entertainment
82,The Adjustment Bureau,2011,erasing memories,tool,memory,"Movie, Short Story",N/A,2011,2071,61,0.18032787,0.06875,0.05866987,0,0.25,George Nolfi,Universal Pictures,"Gambit Pictures, Media Rights Capital"
83,Infinite,2021,MRI-like machine to revive memories from previous lives,MRI,memory,Movie,N/A,2021,2171,151,0.00662252,0.00666667,0.15837808,0.5,0.25,Antoine Fuqua,Paramount+,Paramount Pictures
84,Infinite,2021,chip to store consciousness of the person,chip,storage,Movie,N/A,2021,2171,151,0.00662252,0.00666667,0.15837808,0,0.25,Antoine Fuqua,Paramount+,Paramount Pictures
85,Infinite,2021,tank with water to extend a near-death experience to revive the memories,tank with water,memory,Movie,N/A,2021,2171,151,0.00662252,0.00666667,0.15837808,0.5,0.25,Antoine Fuqua,Paramount+,Paramount Pictures
86,Infinite,2021,A weapon to prevent reincarnation and transfer of consiousness,bullet,termination,Movie,N/A,2021,2171,151,0.00662252,0.00666667,0.15837808,0.5,0.25,Antoine Fuqua,Paramount+,Paramount Pictures
